p
"(:Cliente {idCliente: 1,teléfono: 123-456-7890,sexo: M,tieneTitulo: true,edad: 30,nombre: Juan Pérez})-[:VISUALIZA_UN]->(:Producto {precio: 1200.0,idProducto: 1,nombre: Laptop})"
"(:Cliente {idCliente: 1,teléfono: 123-456-7890,sexo: M,tieneTitulo: true,edad: 30,nombre: Juan Pérez})-[:VISUALIZA_UN]->(:Producto {precio: 800.0,idProducto: 2,nombre: Teléfono})"
"(:Cliente {idCliente: 1,teléfono: 123-456-7890,sexo: M,tieneTitulo: true,edad: 30,nombre: Juan Pérez})-[:VISUALIZA_UN]->(:Producto {precio: 400.0,idProducto: 3,nombre: Tablet})"
"(:Cliente {idCliente: 1,teléfono: 123-456-7890,sexo: M,tieneTitulo: true,edad: 30,nombre: Juan Pérez})-[:VISUALIZA_UN]->(:Producto {precio: 250.0,idProducto: 4,nombre: Monitor})"
"(:Cliente {idCliente: 1,teléfono: 123-456-7890,sexo: M,tieneTitulo: true,edad: 30,nombre: Juan Pérez})-[:VISUALIZA_UN]->(:Producto {precio: 50.0,idProducto: 5,nombre: Teclado})"
"(:Cliente {idCliente: 1,teléfono: 123-456-7890,sexo: M,tieneTitulo: true,edad: 30,nombre: Juan Pérez})-[:VISUALIZA_UN]->(:Producto {precio: 25.0,idProducto: 6,nombre: Ratón})"
"(:Cliente {idCliente: 1,teléfono: 123-456-7890,sexo: M,tieneTitulo: true,edad: 30,nombre: Juan Pérez})-[:VISUALIZA_UN]->(:Producto {precio: 60.0,idProducto: 7,nombre: Auriculares})"
"(:Cliente {idCliente: 1,teléfono: 123-456-7890,sexo: M,tieneTitulo: true,edad: 30,nombre: Juan Pérez})-[:VISUALIZA_UN]->(:Producto {precio: 150.0,idProducto: 8,nombre: Impresora})"
"(:Cliente {idCliente: 1,teléfono: 123-456-7890,sexo: M,tieneTitulo: true,edad: 30,nombre: Juan Pérez})-[:VISUALIZA_UN]->(:Producto {precio: 500.0,idProducto: 9,nombre: Cámara})"
"(:Cliente {idCliente: 1,teléfono: 123-456-7890,sexo: M,tieneTitulo: true,edad: 30,nombre: Juan Pérez})-[:VISUALIZA_UN]->(:Producto {precio: 200.0,idProducto: 10,nombre: Smartwatch})"
"(:Cliente {idCliente: 1,teléfono: 123-456-7890,sexo: M,tieneTitulo: true,edad: 30,nombre: Juan Pérez})-[:VISUALIZA_UN]->(:Producto {precio: 75.0,idProducto: 11,nombre: Altavoz Bluetooth})"
"(:Cliente {idCliente: 1,teléfono: 123-456-7890,sexo: M,tieneTitulo: true,edad: 30,nombre: Juan Pérez})-[:VISUALIZA_UN]->(:Producto {precio: 100.0,idProducto: 12,nombre: Disco Duro Externo})"
"(:Cliente {idCliente: 1,teléfono: 123-456-7890,sexo: M,tieneTitulo: true,edad: 30,nombre: Juan Pérez})-[:VISUALIZA_UN]->(:Producto {precio: 80.0,idProducto: 13,nombre: Router WiFi})"
"(:Cliente {idCliente: 1,teléfono: 123-456-7890,sexo: M,tieneTitulo: true,edad: 30,nombre: Juan Pérez})-[:VISUALIZA_UN]->(:Producto {precio: 15.0,idProducto: 14,nombre: USB 64GB})"
"(:Cliente {idCliente: 1,teléfono: 123-456-7890,sexo: M,tieneTitulo: true,edad: 30,nombre: Juan Pérez})-[:VISUALIZA_UN]->(:Producto {precio: 120.0,idProducto: 15,nombre: Silla de Oficina})"
"(:Cliente {idCliente: 1,teléfono: 123-456-7890,sexo: M,tieneTitulo: true,edad: 30,nombre: Juan Pérez})-[:VISUALIZA_UN]->(:Producto {precio: 200.0,idProducto: 16,nombre: Escritorio})"
"(:Cliente {idCliente: 1,teléfono: 123-456-7890,sexo: M,tieneTitulo: true,edad: 30,nombre: Juan Pérez})-[:VISUALIZA_UN]->(:Producto {precio: 100.0,idProducto: 17,nombre: Microondas})"
"(:Cliente {idCliente: 1,teléfono: 123-456-7890,sexo: M,tieneTitulo: true,edad: 30,nombre: Juan Pérez})-[:VISUALIZA_UN]->(:Producto {precio: 600.0,idProducto: 18,nombre: Refrigerador})"
"(:Cliente {idCliente: 1,teléfono: 123-456-7890,sexo: M,tieneTitulo: true,edad: 30,nombre: Juan Pérez})-[:VISUALIZA_UN]->(:Producto {precio: 80.0,idProducto: 19,nombre: Cafetera})"
"(:Cliente {idCliente: 1,teléfono: 123-456-7890,sexo: M,tieneTitulo: true,edad: 30,nombre: Juan Pérez})-[:VISUALIZA_UN]->(:Producto {precio: 1000.0,idProducto: 20,nombre: Televisión})"
"(:Cliente {idCliente: 2,teléfono: 234-567-8901,sexo: F,tieneTitulo: false,edad: 25,nombre: Ana Gómez})-[:VISUALIZA_UN]->(:Producto {precio: 1200.0,idProducto: 1,nombre: Laptop})"
"(:Cliente {idCliente: 2,teléfono: 234-567-8901,sexo: F,tieneTitulo: false,edad: 25,nombre: Ana Gómez})-[:VISUALIZA_UN]->(:Producto {precio: 800.0,idProducto: 2,nombre: Teléfono})"
"(:Cliente {idCliente: 2,teléfono: 234-567-8901,sexo: F,tieneTitulo: false,edad: 25,nombre: Ana Gómez})-[:VISUALIZA_UN]->(:Producto {precio: 400.0,idProducto: 3,nombre: Tablet})"
"(:Cliente {idCliente: 2,teléfono: 234-567-8901,sexo: F,tieneTitulo: false,edad: 25,nombre: Ana Gómez})-[:VISUALIZA_UN]->(:Producto {precio: 250.0,idProducto: 4,nombre: Monitor})"
"(:Cliente {idCliente: 2,teléfono: 234-567-8901,sexo: F,tieneTitulo: false,edad: 25,nombre: Ana Gómez})-[:VISUALIZA_UN]->(:Producto {precio: 50.0,idProducto: 5,nombre: Teclado})"
