p
"(:Cliente {idCliente: 1,teléfono: 123-456-7890,sexo: M,tieneTitulo: true,edad: 30,nombre: Juan Pérez})-[:VIVE_EN]->(:direccion {barrio: la estrellaa,ubicacion: calle 8 #23-280,codigoPostal: 2226516,id: 1})"
"(:Cliente {idCliente: 2,teléfono: 234-567-8901,sexo: F,tieneTitulo: false,edad: 25,nombre: Ana Gómez})-[:VIVE_EN]->(:direccion {barrio: la hermita,ubicacion: calle 58 #73-208,codigoPostal: 35346816,id: 2})"
"(:Cliente {idCliente: 2,teléfono: 234-567-8901,sexo: F,tieneTitulo: false,edad: 25,nombre: Ana Gómez})-[:VIVE_EN]->(:direccion {barrio: la hermita,ubicacion: calle 58 #73-208,codigoPostal: 35346816,id: 2})"
"(:Cliente {idCliente: 3,teléfono: 345-678-9012,sexo: M,tieneTitulo: true,edad: 40,nombre: Carlos Rodríguez})-[:VIVE_EN]->(:direccion {barrio: San Isidro,ubicacion: Carrera 12 #34-56,codigoPostal: 4526214,id: 3})"
"(:Cliente {idCliente: 4,teléfono: 456-789-0123,sexo: F,tieneTitulo: false,edad: 35,nombre: María Torres})-[:VIVE_EN]->(:direccion {barrio: Villa Esperanza,ubicacion: Calle 45 #67-12,codigoPostal: 1125647,id: 4})"
"(:Cliente {idCliente: 5,teléfono: 567-890-1234,sexo: M,tieneTitulo: true,edad: 28,nombre: Pedro López})-[:VIVE_EN]->(:direccion {barrio: Ciudad Jardín,ubicacion: Avenida 6 #45-78,codigoPostal: 6542136,id: 5})"
"(:Cliente {idCliente: 6,teléfono: 678-901-2345,sexo: F,tieneTitulo: false,edad: 22,nombre: Lucía Fernández})-[:VIVE_EN]->(:direccion {barrio: Santa Marta,ubicacion: Calle 10 #15-90,codigoPostal: 3214567,id: 6})"
"(:Cliente {idCliente: 7,teléfono: 789-012-3456,sexo: M,tieneTitulo: true,edad: 31,nombre: José Martínez})-[:VIVE_EN]->(:direccion {barrio: Bello Horizonte,ubicacion: Carrera 17 #56-34,codigoPostal: 9876543,id: 7})"
"(:Cliente {idCliente: 8,teléfono: 890-123-4567,sexo: F,tieneTitulo: false,edad: 29,nombre: Isabel Sánchez})-[:VIVE_EN]->(:direccion {barrio: La Merced,ubicacion: Calle 18 #42-23,codigoPostal: 2345612,id: 8})"
"(:Cliente {idCliente: 9,teléfono: 901-234-5678,sexo: M,tieneTitulo: false,edad: 45,nombre: Miguel Ruiz})-[:VIVE_EN]->(:direccion {barrio: Monte Carlo,ubicacion: Carrera 22 #78-56,codigoPostal: 7634215,id: 9})"
"(:Cliente {idCliente: 10,teléfono: 012-345-6789,sexo: F,tieneTitulo: false,edad: 33,nombre: Laura Díaz})-[:VIVE_EN]->(:direccion {barrio: Prado Verde,ubicacion: Calle 9 #12-45,codigoPostal: 1243568,id: 10})"
"(:Cliente {idCliente: 11,teléfono: 123-456-7891,sexo: M,tieneTitulo: false,edad: 27,nombre: Luis Ramírez})-[:VIVE_EN]->(:direccion {barrio: La Florida,ubicacion: Avenida 33 #25-47,codigoPostal: 5463721,id: 11})"
