p
"(:Cliente {idCliente: 1,teléfono: 123-456-7890,sexo: M,tieneTitulo: true,edad: 30,nombre: Juan Pérez})-[:TIENE_UNA]->(:Afición {tipo: deporte,nombre: Surf})"
"(:Cliente {idCliente: 2,teléfono: 234-567-8901,sexo: F,tieneTitulo: false,edad: 25,nombre: Ana Gómez})-[:TIENE_UNA]->(:Afición {tipo: deporte,nombre: Escalada})"
"(:Cliente {idCliente: 3,teléfono: 345-678-9012,sexo: M,tieneTitulo: true,edad: 40,nombre: Carlos Rodríguez})-[:TIENE_UNA]->(:Afición {tipo: deporte,nombre: Senderismo})"
"(:Cliente {idCliente: 4,teléfono: 456-789-0123,sexo: F,tieneTitulo: false,edad: 35,nombre: María Torres})-[:TIENE_UNA]->(:Afición {tipo: arte,nombre: Fotografía})"
"(:Cliente {idCliente: 5,teléfono: 567-890-1234,sexo: M,tieneTitulo: true,edad: 28,nombre: Pedro López})-[:TIENE_UNA]->(:Afición {tipo: arte,nombre: Tatuaje})"
"(:Cliente {idCliente: 6,teléfono: 678-901-2345,sexo: F,tieneTitulo: false,edad: 22,nombre: Lucía Fernández})-[:TIENE_UNA]->(:Afición {tipo: arte,nombre: Diseño gráfico})"
"(:Cliente {idCliente: 7,teléfono: 789-012-3456,sexo: M,tieneTitulo: true,edad: 31,nombre: José Martínez})-[:TIENE_UNA]->(:Afición {tipo: música,nombre: Tocar la guitarra})"
"(:Cliente {idCliente: 8,teléfono: 890-123-4567,sexo: F,tieneTitulo: false,edad: 29,nombre: Isabel Sánchez})-[:TIENE_UNA]->(:Afición {tipo: música,nombre: Composición musical})"
"(:Cliente {idCliente: 9,teléfono: 901-234-5678,sexo: M,tieneTitulo: false,edad: 45,nombre: Miguel Ruiz})-[:TIENE_UNA]->(:Afición {tipo: música,nombre: DJing})"
"(:Cliente {idCliente: 10,teléfono: 012-345-6789,sexo: F,tieneTitulo: false,edad: 33,nombre: Laura Díaz})-[:TIENE_UNA]->(:Afición {tipo: música,nombre: Canto coral})"
"(:Cliente {idCliente: 11,teléfono: 123-456-7891,sexo: M,tieneTitulo: false,edad: 27,nombre: Luis Ramírez})-[:TIENE_UNA]->(:Afición {tipo: tecnología,nombre: Desarrollo de videojuegos})"
"(:Cliente {idCliente: 12,teléfono: 234-567-8902,sexo: F,tieneTitulo: false,edad: 38,nombre: Carmen Moreno})-[:TIENE_UNA]->(:Afición {tipo: tecnología,nombre: Ciberseguridad})"
"(:Cliente {idCliente: 12,teléfono: 234-567-8902,sexo: F,tieneTitulo: false,edad: 38,nombre: Carmen Moreno})-[:TIENE_UNA]->(:Afición {tipo: tecnología,nombre: Edición de video})"
"(:Cliente {idCliente: 13,teléfono: 345-678-9013,sexo: M,tieneTitulo: true,edad: 26,nombre: Roberto Vargas})-[:TIENE_UNA]->(:Afición {tipo: tecnología,nombre: Edición de video})"
"(:Cliente {idCliente: 14,teléfono: 456-789-0124,sexo: F,tieneTitulo: false,edad: 32,nombre: Patricia Castro})-[:TIENE_UNA]->(:Afición {tipo: tecnología,nombre: Domótica})"
"(:Cliente {idCliente: 15,teléfono: 567-890-1235,sexo: M,tieneTitulo: true,edad: 36,nombre: Jorge Ortiz})-[:TIENE_UNA]->(:Afición {tipo: deporte,nombre: Esquí})"
"(:Cliente {idCliente: 16,teléfono: 678-901-2346,sexo: F,tieneTitulo: true,edad: 24,nombre: Beatriz Silva})-[:TIENE_UNA]->(:Afición {tipo: deporte,nombre: Parapente})"
"(:Cliente {idCliente: 17,teléfono: 789-012-3457,sexo: M,tieneTitulo: true,edad: 39,nombre: Raúl Jiménez})-[:TIENE_UNA]->(:Afición {tipo: arte,nombre: Graffiti})"
"(:Cliente {idCliente: 18,teléfono: 890-123-4568,sexo: F,tieneTitulo: true,edad: 28,nombre: Rosa Peña})-[:TIENE_UNA]->(:Afición {tipo: arte,nombre: Bailar})"
"(:Cliente {idCliente: 19,teléfono: 901-234-5679,sexo: M,tieneTitulo: false,edad: 34,nombre: Álvaro Rivas})-[:TIENE_UNA]->(:Afición {tipo: música,nombre: Tocar el saxofón})"
"(:Cliente {idCliente: 20,teléfono: 012-345-6780,sexo: F,tieneTitulo: true,edad: 37,nombre: Elena Mendoza})-[:TIENE_UNA]->(:Afición {tipo: tecnología,nombre: Impresión 3D})"
